zatu_handle,zatu_title,reason,bgg_id,bgg_name,score
nature-board-game-module-4-arctic-tundra,Nature Board Game: Module 4 Arctic Tundra,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.86956521739131
final-girl-series-3-miniatures-box,Final Girl: Series 3 Miniatures Box,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.51612903225806
dungeon-crawler-carl-unstoppable-crawler-chaos-expansion,Dungeon Crawler Carl Unstoppable: Crawler Chaos Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.72727272727273
container-deluxe,Container Deluxe,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
inis-3rd-edition,Inis - 3rd edition,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
encore-x,Encore X,"QUALITY_GATE: shrunk=6.87, usersrated=79",465554,Encore X !,100.0
catan-zip,Catan Zip!,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
coraline-beware-the-other-mother,Coraline: Beware the Other Mother,"QUALITY_GATE: shrunk=6.41, usersrated=76",288606,Coraline: Beware the Other Mother,100.0
the-red-dragon-inn-smorgasbox,The Red Dragon Inn: Smorgasbox,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
origins-first-builders,Origins: First Builders,"QUALITY_GATE: shrunk=6.99, usersrated=2127",322588,Origins: First Builders,100.0
dobble-disney-princess-55-card-version,Dobble Disney Princess - 55 Card Version,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.6923076923077
hellton-palace,Hellton Palace,"QUALITY_GATE: shrunk=6.32, usersrated=180",366910,Hellton Palace,100.0
maple-valley-board-game-roaming-raven-and-feathered-friends-mini-expansion,Maple Valley Board Game: Roaming Raven And Feathered Friends Mini Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.11965811965811
march-of-the-ants-evolved-edition-predators-and-prey-expansion,March of the Ants Evolved Edition: Predators and Prey Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
dead-by-daylight-deluxe-edition-upgrade,Dead by Daylight: Deluxe Edition Upgrade,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
little-bug-bingo-mini-game,Little Bug Bingo - Mini Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.50980392156863
werewolves,Werewolves,"QUALITY_GATE: shrunk=6.60, usersrated=23",401880,Werewolves Big Box,100.0
british-bakes-top-trumps-classics,British Bakes - Top Trumps Classics,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.18181818181818
disturbed-friends,Disturbed Friends,"QUALITY_GATE: shrunk=5.36, usersrated=388",173075,Disturbed Friends,100.0
one-night-ultimate-super-villains,One Night Ultimate Super Villains,"QUALITY_GATE: shrunk=6.69, usersrated=327",255293,One Night Ultimate Super Villains,100.0
nope-card-game,Nope Card Game,"QUALITY_GATE: shrunk=5.96, usersrated=278",274049,Nope!,100.0
judge-dredd-helter-skelter,Judge Dredd: Helter Skelter,"QUALITY_GATE: shrunk=7.15, usersrated=633",275034,Judge Dredd: Helter Skelter,100.0
think-fast,Think Fast!,"QUALITY_GATE: shrunk=6.58, usersrated=27",288584,Think Fast,100.0
neuroshima-hex-3-0-board-game-death-breath-expansion,Neuroshima Hex 3.0 Board Game: Death Breath Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.51612903225806
in-a-nutshell,In a Nutshell,"QUALITY_GATE: shrunk=6.50, usersrated=21",455763,In a Nutshell,100.0
echoes-game-the-microchip,Echoes Game: The Microchip,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,86.48648648648648
zoetrope,Zoetrope,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.92307692307692
similo-harry-potter,Similo: Harry Potter,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
treasure-island-2,Treasure Island,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
dd-book-tabs-dungeon-masters-guide,D&D Book Tabs: Dungeon Master's Guide,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.29113924050633
battleship-classic,BATTLESHIP CLASSIC,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,78.78787878787878
supercars-top-trumps-classics,Supercars Top Trumps Classics,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.81818181818181
house-of-cats,House of Cats,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
in-too-deep-2,In Too Deep,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
stakd-plus-stack-block-win,STAKD Plus: Stack. Block. Win.,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
pioneer-rails,Pioneer Rails,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
connect-4-vintage-bookshelf-uk-edition,Connect 4 Vintage Bookshelf UK Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
hoddog-card-game,Hoddog Card Game,"QUALITY_GATE: shrunk=6.32, usersrated=65",429054,Hoddog,100.0
p-for-pizza-kids-menu,P for Pizza Kids Menu,"QUALITY_GATE: shrunk=6.50, usersrated=3",461491,P for Pizza: Kids Menu,100.0
gnome-hollow-deluxe-upgrade-kit,Gnome Hollow Deluxe Upgrade Kit,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
aeterna,Aeterna,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,87.5
uno-zero,UNO Zero,"QUALITY_GATE: shrunk=6.49, usersrated=127",447191,UNO Zero,100.0
ovation,Ovation,"QUALITY_GATE: shrunk=7.04, usersrated=214",326264,Ovation,100.0
the-lakes-card-game,The Lakes Card Game,"QUALITY_GATE: shrunk=6.70, usersrated=34",360216,The Lakes Card Game,100.0
crafting-the-cosmos,Crafting the Cosmos,"QUALITY_GATE: shrunk=6.88, usersrated=590",424785,Crafting the Cosmos,100.0
offshoots,Offshoots,"QUALITY_GATE: shrunk=6.47, usersrated=39",433056,OffShoots,100.0
lightning-train,Lightning Train,"QUALITY_GATE: shrunk=7.15, usersrated=678",445673,Lightning Train,100.0
risk-vintage-bookshelf-edition,Risk Vintage Bookshelf Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.1578947368421
nature-board-game-module-2-jurassic-module,Nature Board Game: Module 2 Jurassic Module,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.53846153846154
wanna-bet,Wanna Bet,"QUALITY_GATE: shrunk=5.84, usersrated=226",119500,Wanna Bet?,100.0
caesars-gallic-wars-hail-caesar-starter-set,Caesar's Gallic Wars - Hail Caesar Starter Set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.28571428571428
volcanoes-top-trumps-classics,Volcanoes - Top Trumps Classics,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.86956521739131
azure,Azure,"QUALITY_GATE: shrunk=7.09, usersrated=456",447254,Azure,100.0
codenames-critical-role-adventures,Codenames Critical Role Adventures,"QUALITY_GATE: shrunk=7.13, usersrated=50",465849,Codenames: Critical Role Adventures,100.0
tomb-raider-the-crypt-of-chronos-dinosaur-enemies-expansion,Tomb Raider: The Crypt of Chronos - Dinosaur Enemies Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.46987951807229
tomb-raider-the-crypt-of-chronos-croft-manor,Tomb Raider: The Crypt of Chronos - Croft Manor,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
pac-man-maze-craze,PAC-MAN - Maze Craze,"QUALITY_GATE: shrunk=6.50, usersrated=0",265968,Pac-Man Maze Craze,100.0
bandido-alcatraz,Bandido Alcatraz,"QUALITY_GATE: shrunk=6.74, usersrated=73",460438,Bandido Alcatraz (10th Anniversary Edition),95.0
munchkin-batman,Munchkin Batman,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.86206896551724
the-elder-scrolls-botse-heroes-of-tamriel,The Elder Scrolls: BoTSE: Heroes of Tamriel,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.75342465753424
room-25-season-2-2021-edition,Room 25 season 2 (2021 edition),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.28571428571428
desert-gaming-mat-48-x-72,Desert Gaming Mat (48' x 72'),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
darkroot-basin-iron-keep-tile-set-dark-souls-the-board-game,Darkroot Basin & Iron Keep Tile Set: Dark Souls The Board Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.52173913043479
virulence-an-infectious-card-game,Virulence: An Infectious Card Game,"QUALITY_GATE: shrunk=6.61, usersrated=357",202207,Virulence: An Infectious Card Game,100.0
mystery-house,Mystery House,"QUALITY_GATE: shrunk=6.30, usersrated=989",269537,Mystery House: Adventures in a Box,95.0
munchkin-kittens,Munchkin Kittens,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
witchdoctor-natyli-the-red-dragon-inn,The Red Dragon Inn: Allies - Witchdoctor Natyli,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
my-first-bohnanza,My First Bohnanza,"QUALITY_GATE: shrunk=6.56, usersrated=258",171419,My First Bohnanza,100.0
brew,Brew,"QUALITY_GATE: shrunk=7.00, usersrated=4591",332386,Brew,100.0
subbuteo-balls,Subbuteo Balls,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.86206896551724
anti-monopoly-board-game,Anti-Monopoly Board Game,"QUALITY_GATE: shrunk=4.00, usersrated=842",1931,Anti-Monopoly,100.0
hippocrates-deluxe-edition-kickstarter-edition,Hippocrates: Deluxe Edition - Kickstarter Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.9672131147541
marvel-champions-valkyrie-hero-pack,Marvel Champions: Valkyrie Hero Pack,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
pocket-pub-quiz,Pocket Pub Quiz,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.0
wooden-games-workshop-backgammon,Wooden Games Workshop: Backgammon,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.53846153846154
hey-yo,HEY YO,"QUALITY_GATE: shrunk=6.31, usersrated=456",324467,Hey Yo,100.0
starfinder-pirates-of-skydock,Starfinder: Pirates of Skydock,"QUALITY_GATE: shrunk=6.36, usersrated=45",361064,Starfinder: Pirates of Skydock,100.0
the-imperial-zoo-warhammer-fantasy-roleplay-wfrp4,The Imperial Zoo: Warhammer Fantasy Roleplay (WFRP4),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.93406593406593
menstruation-crustacean-lobster-heating-pad,Menstruation Crustacean Lobster Heating Pad,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.74025974025974
click-the-great-wall,Click! The Great Wall,"QUALITY_GATE: shrunk=6.59, usersrated=100",358053,Click! The Great Wall,100.0
joking-hazard-german-version,Joking Hazard - German Version,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.41463414634146
explorers-of-the-north-sea-collector-c2-92s-box,Explorers of the North Sea Collector's Box,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.33333333333334
bonsai-vigorous-growth-specialists,Bonsai: Vigorous Growth & Specialists,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
molehill-meadows,Molehill Meadows,"QUALITY_GATE: shrunk=6.94, usersrated=97",397602,Molehill Meadows,100.0
spidey-friends-top-trumps-junior,Spidey & Friends Top Trumps Junior,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.1864406779661
world-order-gameplay-bundle,World Order Gameplay Bundle,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,70.58823529411764
total-war-rome-board-game-battleplay-expansion,Total War: Rome Board Game: Battleplay Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.01369863013699
adventure-calendar-2026-the-dungeon,Adventure Calendar 2026: The Dungeon,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.86206896551724
mythwind-board-game-magical-miniatures-expansion,Mythwind Board Game: Magical Miniatures Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.01369863013699
monster-eater-a-delicious-in-dungeon-board-game,Monster Eater: A Delicious in Dungeon Board Game,"QUALITY_GATE: shrunk=6.65, usersrated=179",371794,Monster Eater: A Delicious in Dungeon Board Game,100.0
codenames-fairy-tales-expansion,Codenames: Fairy Tales Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.28571428571428
gateway-island,Gateway Island,"QUALITY_GATE: shrunk=7.20, usersrated=505",356999,Gateway Island,100.0
the-elder-scrolls-botse-summerset,The Elder Scrolls: BoTSE: Summerset,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.81818181818181
lawyer-up-season-1,Lawyer Up: Season 1,"QUALITY_GATE: shrunk=6.85, usersrated=51",366888,Lawyer Up: Season 1,100.0
hamster-roll,Hamster Roll,"QUALITY_GATE: shrunk=6.84, usersrated=2736",903,Hamster Roll,100.0
biddle,Biddle,"QUALITY_GATE: shrunk=6.73, usersrated=263",451924,Biddle,100.0
inis-nemed,Inis: Nemed,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
the-chrysanthemum-throne-expansion-pack-l5r-lcg,Legend of the Five Rings LCG: The Chrysanthemum Throne Expansion Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,57.77777777777777
shipwrights-north-sea,Shipwrights of the North Sea,"QUALITY_GATE: shrunk=6.34, usersrated=1890",75547,Shipwrights of the North Sea,100.0
arcane-portal-sword-sorcery-expansion,Sword & Sorcery: Arcane Portal Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.6923076923077
jungle-speed-kids,Jungle Speed Kids,"QUALITY_GATE: shrunk=6.18, usersrated=68",274651,Jungle Speed Kids,100.0
insey-winsey-spider,Insey Winsey Spider,"QUALITY_GATE: shrunk=6.10, usersrated=26",11559,Insey Winsey Spider,100.0
red-dog-blue-dog,"Red Dog, Blue Dog","QUALITY_GATE: shrunk=6.35, usersrated=15",50445,"Red Dog, Blue Dog",100.0
gold-waddingtons-no1-playing-cards,GOLD - Waddingtons No.1 Playing Cards,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.5
battlefields-basing-glue,Battlefields Basing Glue,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.72727272727273
army-painter-hobby-knife,Army Painter Hobby Knife,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.57446808510638
ozrik-the-adept-the-red-dragon-inn,The Red Dragon Inn: Allies - Ozrik the Adept,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
crystallo-card-game,Crystallo Card Game,"QUALITY_GATE: shrunk=6.84, usersrated=1011",269618,Crystallo,100.0
mini-rogue-depths-of-damnation,Mini Rogue: Depths of Damnation,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
monumental-african-empires-classic,Monumental: African Empires Classic,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.745098039215684
cartographers-map-pack-6-hornhelm-wasteland-market,Cartographers Map Pack 6: Hornhelm - Wasteland Market,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
top-trumps-limited-edition-iron-maiden,Top Trumps Limited Edition: Iron Maiden,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.57377049180329
sea-of-thieves-voyage-of-legends,Sea of Thieves: Voyage of Legends,"QUALITY_GATE: shrunk=6.50, usersrated=147",382016,Sea of Thieves: Voyage of Legends,100.0
prussian-rails,Prussian Rails,"QUALITY_GATE: shrunk=6.95, usersrated=1087",35285,Prussian Rails,100.0
high-frontier-4-all-board-game-colonization-expansion,High Frontier 4 All Board Game: Colonization Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.295081967213115
flamme-rouge-bmx,Flamme Rouge BMX,"QUALITY_GATE: shrunk=6.32, usersrated=107",395256,Flamme Rouge BMX,100.0
camping-fluxx,Camping Fluxx,"QUALITY_GATE: shrunk=6.57, usersrated=83",404982,Camping Fluxx,100.0
bugs-in-the-kitchen-refresh,Bugs In The Kitchen - Refresh,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,78.94736842105263
