zatu_handle,zatu_title,reason,bgg_id,bgg_name,score
battletech-essentials-boxed-set,BattleTech: Essentials Boxed Set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.76923076923077
allies-wrenchthe-red-dragon-inn,The Red Dragon Inn: Allies - Wrench,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
hasbro-five-alive-card-game,Hasbro Five Alive Card Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.0
catan-dawn-of-humankind,Catan: Dawn of Humankind,"QUALITY_GATE: shrunk=7.08, usersrated=416",358858,Catan: Dawn of Humankind,100.0
dwellings-of-eldervale-wooden-tokens,Dwellings Of Eldervale: Wooden Tokens,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.86206896551724
castle-panic-the-dark-titan-2e,Castle Panic The Dark Titan 2e,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.63636363636363
quickity-pickity,Quickity Pickity,"QUALITY_GATE: shrunk=6.57, usersrated=315",372433,Quickity Pickity,100.0
deep-dive-2,Deep Dive,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
rome-in-a-day,Rome in a Day,"QUALITY_GATE: shrunk=6.94, usersrated=1027",358284,Rome in a Day,100.0
my-first-adventure-argonuts,My First Adventure: Argonuts,"QUALITY_GATE: shrunk=6.46, usersrated=13",400273,My First Adventure: Argonuts,100.0
bicycle-fyrebird,Bicycle Fyrebird,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.42857142857143
hundred-acre-wood-fluxx,Hundred Acre Wood Fluxx,"QUALITY_GATE: shrunk=6.87, usersrated=52",425125,Hundred Acre Wood Fluxx,100.0
axis-and-allies-board-game-north-africa,Axis And Allies Board Game: North Africa,"QUALITY_GATE: shrunk=7.16, usersrated=106",412267,Axis & Allies: North Africa,100.0
the-dark-quarter-lost-to-the-night-expansion,The Dark Quarter: Lost to the Night,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
sandcastles-of-burgundy,Sandcastles of Burgundy,"QUALITY_GATE: shrunk=6.47, usersrated=126",433382,The Sandcastles of Burgundy,100.0
fable-fury-endless-misadventure-awaits,Fable Fury: Endless Misadventure Awaits!,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,55.072463768115945
advanced-fighting-fantasy-dark-dungeons,Advanced Fighting Fantasy - Dark Dungeons,"QUALITY_GATE: shrunk=6.49, usersrated=2",429956,Advanced Fighting Fantasy: Dark Dungeons – The Boardgame,95.0
elden-ring-realm-of-the-grafted-king,Elden Ring: Realm Of The Grafted King,"QUALITY_GATE: shrunk=6.13, usersrated=349",373107,Elden Ring: Realm of the Grafted King,100.0
townsfolk-tussle-foul-neighbours-expansion,Townsfolk Tussle Foul Neighbours Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.728395061728406
cthulhu-wars-board-game-the-invasion-faction-expansion-with-no-minis,Cthulhu Wars Board Game: The Invasion Faction Expansion (With No Minis),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,55.172413793103445
qwirkle-flex,Qwirkle Flex,"QUALITY_GATE: shrunk=6.87, usersrated=69",448908,Qwirkle Flex,100.0
endeavor-deep-sea-mini-expansion,Endeavor Deep Sea Mini Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.38775510204081
nemesis-lockdown-expansion-game-mat,Nemesis: Lockdown Expansion Game Mat,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.745098039215684
yahtzee-vintage-bookshelf-uk-edition,Yahtzee Vintage Bookshelf UK Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.68656716417911
townsfolk-tussle-2nd-edition-base-game,Townsfolk Tussle 2nd Edition Base Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.19047619047619
farmini,Farmini,"QUALITY_GATE: shrunk=6.46, usersrated=276",244817,Farmini,100.0
monikers-family-edition,Monikers: Family Edition,"QUALITY_GATE: shrunk=6.89, usersrated=51",394852,Monikers: Family Edition,100.0
munchkin-7-cheat-with-both-hands,Munchkin 7 - Cheat With Both Hands,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
nature-fluxx,Nature Fluxx,"QUALITY_GATE: shrunk=5.97, usersrated=1301",18333,Nature Fluxx,100.0
first-times-tables,First Times Tables,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
cards-against-humanity-international-edition,Cards Against Humanity International Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.07407407407408
the-mind-soulmates-uk-edition,The Mind Soulmates (UK Edition),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.7948717948718
2001-a-spacy-odyssey,2001: A Space Odyssey,"QUALITY_GATE: shrunk=6.65, usersrated=47",439703,2001: A Space Odyssey | The Board Game,100.0
river-dragons,River Dragons,"QUALITY_GATE: shrunk=6.49, usersrated=3819",634,River Dragons,100.0
star-realms-command-deck-the-union,Star Realms Command Deck: The Union,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
altiplano-the-traveler,Altiplano: The Traveler,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
cthulhu-wars-ramsey-campbell-horrors-1,Cthulhu Wars: Ramsey Campbell Horrors 1,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.375
panda-monium,Panda-monium,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
cards-against-humanity-your-shtty-jokes-pack,Cards Against Humanity Your Sh*tty Jokes Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.42857142857143
squirrels-go-nuts,Squirrels Go Nuts,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.25
dd-book-tabs-players-handbook,D&D Book Tabs: Player's Handbook,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.1764705882353
menara-rituals-ruins-expansion,Menara - Rituals & Ruins [Expansion],LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.745098039215684
solar-175-deluxe-edition,Solar 175 - Deluxe Edition,"QUALITY_GATE: shrunk=7.13, usersrated=253",349179,Solar 175,100.0
dungeon-date,Dungeon Date,"QUALITY_GATE: shrunk=6.83, usersrated=94",330635,Dungeon Date,100.0
sagrada-glory,Sagrada: Glory,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,70.0
carnegie-departments-donations-expansion,Carnegie: Departments & Donations expansion,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
fateforge-chronicles-of-kaan-boss-miniature-set,Fateforge: Chronicles of Kaan - Boss Miniature Set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.66666666666666
high-frontier-4-module-1-terrawatt,High Frontier 4: Module 1 - Terrawatt,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.38461538461539
ultraviolet-grasslands-and-the-black-city,Ultraviolet Grasslands and the Black City,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.01639344262295
tokkuri-taking,Tokkuri Taking,"QUALITY_GATE: shrunk=6.26, usersrated=141",419045,Tokkuri Taking,100.0
world-football-stars-guess-who-2,World Football Stars Guess Who,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.1311475409836
woodland-snap,Woodland Snap,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.92307692307692
orleans-the-plague-expansion,Orleans: The Plague Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.0
pinched,Pinched,"QUALITY_GATE: shrunk=6.99, usersrated=268",450685,Pinched!,100.0
cross-the-line,Cross The Line,"QUALITY_GATE: shrunk=6.60, usersrated=21",467446,Cross the Line,100.0
monopoly-deal-harry-potter,Monopoly Deal Harry Potter,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.47058823529412
neuroshima-hex-3-0-troglodytes,Neuroshima Hex 3.0: Troglodytes,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
the-elder-scrolls-botse-elsweyr,The Elder Scrolls: BoTSE: Elsweyr,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.37735849056604
ion-a-compound-building-game,Ion: A Compound Building Game,"QUALITY_GATE: shrunk=6.35, usersrated=568",174611,Ion: A Compound Building Game,100.0
red-dragon-inn-allies-evil-pooky,Red Dragon Inn: Allies - Evil Pooky,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
castlescape-kickstarter-edition,CastleScape - Kickstarter Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,77.96610169491525
wonder-woods,Wonder Woods,"QUALITY_GATE: shrunk=6.68, usersrated=963",354729,Wonder Woods,100.0
reign-of-dragoness,Reign of Dragoness,"QUALITY_GATE: shrunk=6.63, usersrated=283",366166,Reign of Dragoness,100.0
dobble-disney,Dobble Disney,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,78.57142857142857
malediction-conclave-of-the-spheres-faction-box-standard,Malediction - Conclave of the Spheres - Faction Box - Standard,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,57.47126436781609
brother-bastian-the-red-dragon-inn,The Red Dragon Inn: Allies - Brother Bastian,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
scotland-monopoly,Monopoly: Scotland,"QUALITY_GATE: shrunk=6.33, usersrated=8",28357,Monopoly: Scotland,100.0
passenger-planes-top-trumps-classics,Passenger Planes - Top Trumps Classics,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.64912280701755
omega-centauri,Omega Centauri,"QUALITY_GATE: shrunk=6.86, usersrated=304",33759,Omega Centauri,100.0
tricky-druids,Tricky Druids,"QUALITY_GATE: shrunk=5.99, usersrated=130",271040,Tricky Druids,100.0
sidereal-confluence-proliferation-expansion,Sidereal Confluence - Proliferation Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.29032258064516
battletech-map-pack-deserts,BattleTech: Map Pack - Deserts,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
yummy-yummy-monster-tummy,Yummy Yummy Monster Tummy,"QUALITY_GATE: shrunk=6.94, usersrated=885",344254,Yummy Yummy Monster Tummy,100.0
root-the-roleplaying-game-deck-of-equipment,Root: The Roleplaying Game - Deck of Equipment,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.60606060606061
poetry-for-neanderthals-nsfw,Poetry for Neanderthals NSFW,"QUALITY_GATE: shrunk=6.48, usersrated=244",363550,Poetry for Neanderthals: NSFW Edition,95.0
race-to-escape-the-board-game,Race to Escape - The Board Game,"QUALITY_GATE: shrunk=6.34, usersrated=7",427556,Race to Escape: The Escape Room Board Game,95.0
aleph-null,Aleph Null,"QUALITY_GATE: shrunk=6.90, usersrated=507",324759,Aleph Null,100.0
terraforming-mars-ares-expedition-crisis,Terraforming Mars - Ares Expedition: Crisis,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
atlantis-rising-monstrosities,Atlantis Rising Monstrosities,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
pointless-2023-edition,Pointless 2023 Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.29268292682926
rocky-horror-show-board-game,Rocky Horror Show Board Game,"QUALITY_GATE: shrunk=6.05, usersrated=14",404246,Rocky Horror Show,100.0
command-of-nature-base-game,Command of Nature Base Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,77.27272727272727
hunt-for-a-killer-murder-at-the-motel,Hunt For a Killer: Murder at the Motel,"QUALITY_GATE: shrunk=6.10, usersrated=166",341401,Hunt A Killer: Murder at the Motel,93.10344827586206
middara-act-1-base-game,Middara Act 1 Base Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.0
deck-of-many-insults,Deck of Many Insults,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.57142857142857
battalion-war-of-the-ancients,Battalion: War of the Ancients,"QUALITY_GATE: shrunk=7.20, usersrated=247",415838,Battalion: War of the Ancients,100.0
emerald-skulls,Emerald Skulls,"QUALITY_GATE: shrunk=6.84, usersrated=462",421762,Emerald Skulls,100.0
purple-haze-force-recon-keyhole,Purple Haze - Force Recon: Keyhole,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
under-the-mango-tree,Under the Mango Tree,"QUALITY_GATE: shrunk=6.53, usersrated=128",436507,Under the Mango Tree,100.0
until-proven-guilty,Until Proven Guilty,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this title as a prefix,,,66.66666666666667
hibachi-fired-up,Hibachi: Fired Up,"QUALITY_GATE: shrunk=6.93, usersrated=94",433927,Hibachi: Fired Up!,100.0
ancient-knowledge-heritage-expansion,Ancient Knowledge: Heritage expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.15094339622642
root-the-roleplaying-game-gm-accessory-pack,Root: The Roleplaying Game - GM Accessory Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.67164179104478
twittens,Twittens,"QUALITY_GATE: shrunk=6.93, usersrated=41",438385,Twittens,100.0
paupers-ladder-the-paupers-medley-expansion-pack,Paupers Ladder: The Paupers Medley Expansion Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.82352941176471
tendrils-of-the-lichen-lich-starter-set-dungeons-dragons-onslaught,Dungeons & Dragons Onslaught: Tendrils of the Lichen Lich - Starter Set,"QUALITY_GATE: shrunk=6.61, usersrated=14",416089,Dungeons & Dragons: Onslaught – Tendrils of the Lichen Lich Starter Set,100.0
riff-raff-game,Riff Raff Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,78.26086956521739
qwixx-longo,Qwixx Longo,"QUALITY_GATE: shrunk=6.74, usersrated=281",345036,Qwixx Longo,100.0
bicycle-gold-standard-red-blue,Bicycle Gold Standard Red & Blue - ONE SUPPLIED,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,54.794520547945204
axis-allies-commanders,Axis & Allies: Commanders,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
here-kitty-kitty,Here Kitty Kitty,"QUALITY_GATE: shrunk=6.27, usersrated=778",187289,"Here, Kitty, Kitty!",100.0
near-and-far-amber-mines-exp,Near and Far: Amber Mines Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.16216216216216
citadel-crusade-figure-case,Citadel Crusade Figure Case,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.5
african-wildlife-top-trumps,African Wildlife Top Trumps,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.3061224489796
dark-alleys-dungeon-petz-exp,Dark Alleys: Dungeon Petz exp,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.904761904761905
star-trek-ascendancy-expansion-dice-cardassians-x9,Star Trek Ascendancy Expansion: Dice Cardassians (x9),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.36781609195403
pop-to-the-shops,Pop To The Shops,"QUALITY_GATE: shrunk=5.84, usersrated=48",50444,Pop to the Shops,100.0
bop-it,Bop It,"QUALITY_GATE: shrunk=5.40, usersrated=356",95710,Bop It!,100.0
similo-wild-animals,Similo: Wild Animals,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,77.77777777777779
gravwell-2nd-edition,Gravwell: 2nd Edition,"QUALITY_GATE: shrunk=6.94, usersrated=790",340834,Gravwell: 2nd Edition,100.0
starship-captains,Starship Captains,"QUALITY_GATE: shrunk=7.10, usersrated=3125",363369,Starship Captains,100.0
fluxx-more-surprises-expansion,Fluxx: More Surprises Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.96296296296296
fog-of-love-love-on-lockdown,Fog of Love: Love on Lockdown,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
summoner-wars-obsidian-dwarves-faction-deck,Summoner Wars: Obsidian Dwarves - Faction Deck,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.44186046511628
cheese-master,Cheese Master,"QUALITY_GATE: shrunk=6.42, usersrated=251",368168,Cheese Master,100.0
monster-hunter-world-the-board-game-kushala-daora-expansion,Monster Hunter World: The Board Game - Kushala Daora Expansion,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
catch-phrase-vintage-bookshelf-uk-edition,Catch Phrase Vintage Bookshelf UK Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.45945945945945
kreel-manor,Kreel Manor,"QUALITY_GATE: shrunk=7.18, usersrated=152",378629,Kreel Manor: The Dungeon Crawl Card Game,95.0
agueda,Agueda,"QUALITY_GATE: shrunk=6.81, usersrated=528",317515,Águeda: City of Umbrellas,95.0
nucleum-metal-coins,Nucleum: Metal Coins,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
social-ladder-game,The Sidemen - Social Ladder Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.42857142857143
my-first-unlock-duck-stories,My First Unlock! Duck Stories,"QUALITY_GATE: shrunk=6.60, usersrated=12",456193,My First Unlock!: Duck Stories,100.0
shallow-sea-rare-fish-mini-expansion,Shallow Sea Rare Fish Mini Expansion,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
cat-between-us,Cat Between Us,"QUALITY_GATE: shrunk=6.86, usersrated=383",433074,Cat Between Us,100.0
link-city,Link City,"QUALITY_GATE: shrunk=7.07, usersrated=994",421199,Link City,100.0
nature-board-game-module-3-natural-disasters,Nature Board Game: Module 3 Natural Disasters,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.15094339622642
guildlands,Guildlands,"QUALITY_GATE: shrunk=6.75, usersrated=238",447587,Guildlands,100.0
hex-effects,Hex Effects,"QUALITY_GATE: shrunk=6.85, usersrated=205",420737,Hex Effects,100.0
endeavor-deep-sea-5th-player-expansion,Endeavor Deep Sea 5th Player Expansion,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
stranger-things-cluedo,Stranger Things Cluedo,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,85.71428571428572
neuroshima-hex-3-0-merchants-guild,Neuroshima Hex! 3.0: Merchants Guild,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
gloom-card-game-2nd-edition-unquiet-dead-expansion,Gloom! Card Game 2nd Edition: Unquiet Dead Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.45454545454545
telos,Telos,"QUALITY_GATE: shrunk=6.37, usersrated=71",341427,Télos,100.0
dungeon-crawler-carl-unstoppable-iron-tangle-expansion,Dungeon Crawler Carl Unstoppable: Iron Tangle Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.4186046511628
dobble-super-mario,Dobble Super Mario,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.47058823529412
escape-from-the-starline-express,Escape from the Starline Express,"QUALITY_GATE: shrunk=5.83, usersrated=111",296291,Escape from the Starline Express,100.0
similo-aquatic-animals,Similo - Aquatic Animals,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
wriggle-roulette,Wriggle Roulette,"QUALITY_GATE: shrunk=6.40, usersrated=365",443829,Wriggle Roulette,100.0
gw-tape-measure,Gw Tape Measure,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.0
connect-4-grab-and-go,Connect 4 Grab And Go,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,82.05128205128204
huddersfield-monopoly,Monopoly: Huddersfield,"QUALITY_GATE: shrunk=6.50, usersrated=3",283250,Monopoly: Huddersfield,100.0
baby-animals-top-trumps-classics,Baby Animals - Top Trumps Classics,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.224489795918366
cthulhu-wars-dreamlands-surface-monster-expansion,Cthulhu Wars: Dreamlands Surface Monster Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.74025974025974
1st-and-goal-board-game-reprint,1st and Goal Board Game (Reprint),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,75.0
horizon-zero-dawn-the-board-game,Horizon Zero Dawn: The Board Game,"QUALITY_GATE: shrunk=6.88, usersrated=769",260410,Horizon Zero Dawn: The Board Game,100.0
ashes-reborn-the-law-of-lions-deluxe-expansion-set,Ashes Reborn: The Law of Lions Deluxe Expansion Set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.9718309859155
the-networks-replacement-network-cards,The Networks: Replacement Network Cards,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,56.71641791044777
the-bezzerwizzer-game,The Bezzerwizzer Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,86.48648648648648
mosaic-wars-disasters-expansion-colossus-edition,Mosaic: Wars & Disasters Expansion - Colossus Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.18181818181819
beast-shattered-isles,Beast: Shattered Isles,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
beast-the-great-hunt,Beast: The Great Hunt,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
zariah-the-summoner-the-red-dragon-inn,The Red Dragon Inn: Allies - Zariah the Summoner,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
neuroshima-hex-3-0,Neuroshima Hex 3.0,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,87.5
monopoly-eternals,Monopoly Eternals,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.25
wildlands-the-ancients,Wildlands: The Ancients,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
escape-room-the-game-3-3-thrilling-escape-rooms,Escape Room The Game 3 - 3 Thrilling Escape Rooms,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,78.125
marvel-fluxx,Marvel Fluxx,"QUALITY_GATE: shrunk=6.47, usersrated=749",272541,Marvel Fluxx,100.0
cartographers-map-pack-5-kethras-steppe-redtooth-goldbelly,Cartographers Map Pack 5: Kethra's Steppe - Redtooth & Goldbelly,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
hidden-games-crime-scene-case-1-the-little-gomersal-case,Hidden Games Crime Scene: Case 1 - The Little Gomersal Case,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.52747252747253
blade-runnerrpg-starter-set,Blade Runner:RPG Starter Set,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,70.0
zuuli,Zuuli,"QUALITY_GATE: shrunk=6.71, usersrated=593",338467,Zuuli,100.0
sub-terra-ii-typhaon-wakes-upgrade-pack,Sub Terra II: Typhaon Wakes Upgrade Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,52.77777777777778
dead-by-daylight,Dead By Daylight,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
big-top,Big Top,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
chocobos-dungeon-the-board-game,Chocobo's Dungeon: The Board Game,"QUALITY_GATE: shrunk=6.85, usersrated=82",395423,Chocobo's Dungeon: The Board Game,100.0
sorry-vintage-bookshelf-uk-edition,Sorry! Vintage Bookshelf UK Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.60606060606061
i-am-done,I Am Done,"QUALITY_GATE: shrunk=6.58, usersrated=1029",427624,I am done,100.0
alpina,Alpina,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
yellowstone-monopoly,Yellowstone Monopoly,"QUALITY_GATE: shrunk=6.46, usersrated=4",402187,Monopoly: Yellowstone,100.0
deal-or-no-deal-board-game,Deal or No Deal - Board Game,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
vestige-swanky-edition,Vestige Swanky Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.38775510204081
valkyrie-a-black-orchestra-game,Valkyrie: A Black Orchestra Game,"QUALITY_GATE: shrunk=6.83, usersrated=127",432146,Valkyrie: A Black Orchestra Game,100.0
floral,Floral,"QUALITY_GATE: shrunk=6.67, usersrated=191",422737,Floral,100.0
purrramid-board-game,Purrramid Board Game,"QUALITY_GATE: shrunk=6.49, usersrated=225",451297,Purrramid,100.0
articulate-for-kids,Articulate for Kids,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.72727272727273
fortunes-of-scoundrel-bay,Fortunes of Scoundrel Bay,"QUALITY_GATE: shrunk=7.15, usersrated=331",446703,Fortunes of Scoundrel Bay,100.0
nature-board-game-module-5-amazon-rainforest,Nature Board Game: Module 5 Amazon Rainforest,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.224489795918366
